BuildingType,PrimaryPropertyType,Neighborhood,YearBuilt,NumberofFloors,PropertyGFAParking,PropertyGFABuilding(s),ENERGYSTARScore,SiteEUIWN(kBtu/sf),GHGEmissionsIntensity,CategorieEnergie,ZipCode,TaxParcelId,LargestPropertyUseType
Campus,Other,delridge,2005,1,0,57952,,57.79999924,1.66,GazNaturel & Électricité,98108.0,31240,Adult Education
NonResidential,Other,delridge,1971,1,0,26232,,126.4000015,4.68,GazNaturel,98108.0,31240,Other - Services
NonResidential,Warehouse,downtown,1956,2,0,25840,92.0,12.0,0.08,Électricité,98144.0,81701,Non-Refrigerated Warehouse
NonResidential,Small- and Mid-Sized Office,downtown,1988,1,0,45145,,32.09999847,0.97,GazNaturel & Électricité,98144.0,81701,Office
NonResidential,Small- and Mid-Sized Office,downtown,2001,5,22095,48237,89.0,45.0,0.27,Électricité,98144.0,81701,Office
NonResidential,Supermarket / Grocery Store,ballard,1994,1,0,45522,22.0,275.8999939,7.18,Électricité & GazNaturel,98117.0,75892,Supermarket/Grocery Store
NonResidential,Retail Store,northwest,1979,2,0,20088,,17.20000076,0.11,Électricité,98133.0,76087,Retail Store
Campus,Other,greater duwamish,1989,2,0,138907,,61.29999924,1.29,Électricité & GazNaturel,98134.0,76667,Other
NonResidential,Small- and Mid-Sized Office,greater duwamish,1997,2,0,40657,57.0,69.59999847,0.58,Électricité,98134.0,76667,Office
NonResidential,Warehouse,greater duwamish,1900,1,0,20200,,14.0,0.11,Électricité,98134.0,76667,Non-Refrigerated Warehouse
NonResidential,Residence Hall,east,1904,1,0,44086,29.0,92.0,4.17,Mixte,98104.0,85909,Residence Hall/Dormitory
NonResidential,Small- and Mid-Sized Office,east,1970,7,20824,33548,94.0,27.20000076,0.18,Électricité,98104.0,85909,Office
NonResidential,Other,east,1951,1,0,47699,,313.7000122,14.94,Vapeur & Électricité,98104.0,85909,Museum
NonResidential,Medical Office,east,1945,0,0,274568,52.0,111.1999969,4.04,Vapeur & Électricité,98104.0,85909,Medical Office
NonResidential,Small- and Mid-Sized Office,east,1956,3,0,21282,69.0,70.19999695,2.92,Vapeur & Électricité,98122.0,85909,Office
NonResidential,Other,southeast,1921,2,0,41022,,92.30000305,0.64,Électricité,98118.0,38124,Other
NonResidential,Other,delridge,1966,2,0,28109,,128.5,1.37,Électricité,98106.0,76667,Other
NonResidential,Small- and Mid-Sized Office,north,1985,3,12990,20590,100.0,19.89999962,0.09,Électricité,98125.0,38217,Office
NonResidential,Warehouse,north,1977,1,0,21936,100.0,5.300000191,0.12,Électricité & GazNaturel,98165.0,38345,Non-Refrigerated Warehouse
NonResidential,Other,north,1969,1,0,30160,,39.29999924,1.47,GazNaturel,98125.0,38345,Other
NonResidential,Mixed Use Property,downtown,1909,11,0,111137,,100.4000015,2.65,GazNaturel & Électricité,98011.0,76287,Office
NonResidential,Other,delridge,1997,1,0,40189,,42.59999847,0.94,Électricité & GazNaturel,98106.0,76667,Other - Utility
NonResidential,Small- and Mid-Sized Office,delridge,1988,2,0,66484,69.0,40.59999847,0.32,Électricité,98103.0,76667,Office
NonResidential,Small- and Mid-Sized Office,east,1959,3,0,25151,85.0,61.29999924,2.47,Vapeur & Électricité,98122.0,85909,Office
NonResidential,Hotel,east,1928,6,0,35770,56.0,79.30000305,3.14,GazNaturel,98104.0,85909,Hotel
NonResidential,Hotel,east,1928,9,0,48006,85.0,66.30000305,2.11,GazNaturel & Électricité,98101.0,85909,Hotel
NonResidential,Mixed Use Property,downtown,1960,2,0,29631,,156.6999969,4.96,Électricité & GazNaturel,98104.0,85919,Supermarket/Grocery Store
NonResidential,Small- and Mid-Sized Office,downtown,1989,2,0,23472,,70.0,1.98,Électricité & GazNaturel,98104.0,85929,Office
Nonresidential COS,Small- and Mid-Sized Office,greater duwamish,1973,2,0,21315,34.0,154.8000031,5.19,GazNaturel,98134.0,85929,Office
NonResidential,Small- and Mid-Sized Office,magnolia / queen anne,1984,4,15812,41298,69.0,61.70000076,0.43,Électricité,98119.0,38799,Office
NonResidential,Small- and Mid-Sized Office,downtown,1979,3,0,34030,50.0,53.40000153,0.65,Électricité,98121.0,76662,Office
NonResidential,Restaurant,southwest,1902,2,0,20398,,468.7000122,16.38,GazNaturel & Électricité,98126.0,76667,Restaurant
NonResidential,Distribution Center,greater duwamish,1952,1,0,41308,7.0,43.40000153,0.93,Électricité & GazNaturel,98134.0,76748,Distribution Center
NonResidential,Mixed Use Property,downtown,1913,3,0,43878,,23.39999962,0.12,Électricité,98104.0,86704,Multifamily Housing
NonResidential,Other,magnolia / queen anne,1912,3,0,34976,,27.0,0.45,Électricité,98119.0,38799,Performing Arts
NonResidential,Warehouse,magnolia / queen anne,1957,1,0,38255,12.0,30.70000076,0.88,GazNaturel & Électricité,98119.0,76662,Non-Refrigerated Warehouse
Campus,Other,magnolia / queen anne,1955,1,0,260241,,138.5,2.17,Électricité,98119.0,76662,Other
NonResidential,Small- and Mid-Sized Office,lake union,1989,3,0,48924,71.0,76.59999847,1.21,Électricité & GazNaturel,98103.0,77599,Office
NonResidential,Small- and Mid-Sized Office,lake union,1959,4,18036,32297,88.0,35.0,0.22,Électricité,98102.0,29022,Office
NonResidential,Small- and Mid-Sized Office,lake union,1986,4,21906,35526,,77.19999695,0.31,Électricité,98102.0,29022,Office
NonResidential,Small- and Mid-Sized Office,lake union,1969,3,7956,17956,,40.79999924,0.18,Électricité,98102.0,29022,Office
NonResidential,Small- and Mid-Sized Office,lake union,2000,3,21908,35224,73.0,59.20000076,0.24,Électricité,98102.0,29022,Office
NonResidential,Worship Facility,delridge,1957,2,0,24224,52.0,43.20000076,1.1,Électricité & GazNaturel,98106.0,32987,Worship Facility
NonResidential,Worship Facility,delridge,1963,1,0,23706,78.0,19.29999924,0.55,GazNaturel & Électricité,98106.0,32987,Worship Facility
NonResidential,Warehouse,greater duwamish,1963,1,0,31900,,61.40000153,0.43,Électricité,98108.0,34678,Non-Refrigerated Warehouse
NonResidential,Other,southwest,1917,1,0,49066,,91.90000153,3.65,GazNaturel,98136.0,35240,Social/Meeting Hall
NonResidential,Worship Facility,southwest,1952,3,0,30740,,46.29999924,1.99,GazNaturel & Électricité,98136.0,35240,Worship Facility
NonResidential,Supermarket / Grocery Store,southeast,1959,1,0,67450,97.0,66.5,0.83,Électricité,98118.0,35240,Supermarket/Grocery Store
NonResidential,Warehouse,magnolia / queen anne,1948,1,0,46970,,18.79999924,0.13,Électricité,98119.0,76662,Non-Refrigerated Warehouse
NonResidential,Warehouse,magnolia / queen anne,1931,1,0,47554,,34.79999924,0.34,Électricité,98119.0,76662,Non-Refrigerated Warehouse
NonResidential,Small- and Mid-Sized Office,magnolia / queen anne,1979,2,5400,37616,100.0,33.90000153,1.41,GazNaturel,98119.0,76662,Office
NonResidential,Mixed Use Property,magnolia / queen anne,1931,1,0,24196,,47.40000153,0.92,Électricité & GazNaturel,98119.0,76662,Other
NonResidential,Small- and Mid-Sized Office,magnolia / queen anne,1940,2,0,20671,98.0,36.09999847,1.2,GazNaturel & Électricité,98119.0,76662,Office
NonResidential,Warehouse,greater duwamish,1927,1,0,21600,57.0,25.79999924,0.66,Électricité & GazNaturel,98134.0,76662,Non-Refrigerated Warehouse
NonResidential,Worship Facility,southwest,1977,1,0,35844,14.0,24.20000076,0.17,Électricité,98146.0,78044,Worship Facility
NonResidential,Small- and Mid-Sized Office,lake union,1916,3,0,31774,85.0,49.40000153,0.59,Électricité,98103.0,78212,Office
NonResidential,Warehouse,greater duwamish,1953,1,0,26094,19.0,30.20000076,0.19,Électricité,98134.0,35732,Non-Refrigerated Warehouse
NonResidential,Small- and Mid-Sized Office,greater duwamish,1983,2,0,23687,68.0,49.59999847,0.32,Électricité,98134.0,35732,Office
NonResidential,Small- and Mid-Sized Office,greater duwamish,1983,2,0,24221,20.0,62.20000076,0.41,Électricité,98134.0,35732,Office
NonResidential,Mixed Use Property,downtown,1900,2,14083,57836,37.0,93.40000153,0.52,Électricité,98101.0,76662,Office
NonResidential,Small- and Mid-Sized Office,downtown,1900,2,0,32027,54.0,124.9000015,4.01,GazNaturel & Électricité,98101.0,76662,Office
NonResidential,Small- and Mid-Sized Office,downtown,1906,3,0,32160,,56.20000076,0.61,Électricité,98105.0,76662,Office
NonResidential,Other,greater duwamish,1992,3,7572,40264,,84.19999695,2.29,GazNaturel & Électricité,98134.0,76662,Other - Lodging/Residential
NonResidential,Small- and Mid-Sized Office,greater duwamish,1914,3,0,34425,84.0,42.90000153,1.45,Électricité & GazNaturel,98134.0,76662,Office
NonResidential,Medical Office,southwest,1984,3,12000,28304,5.0,97.59999847,0.34,Électricité,98116.0,78725,Medical Office
NonResidential,Distribution Center,greater duwamish,1990,1,0,29619,50.0,51.5,1.43,GazNaturel & Électricité,98108.0,78836,Distribution Center
NonResidential,K-12 School,central,1922,2,0,21592,47.0,79.80000305,2.51,GazNaturel & Électricité,98144.0,33195,K-12 School
NonResidential,K-12 School,north,1931,2,0,23923,69.0,36.79999924,0.82,Électricité & GazNaturel,98115.0,51004,K-12 School
NonResidential,Small- and Mid-Sized Office,central,1907,3,0,25200,47.0,75.40000153,1.47,Électricité & GazNaturel,98144.0,33200,Office
NonResidential,Small- and Mid-Sized Office,central,1963,2,0,28296,80.0,48.40000153,0.33,Électricité,98144.0,33200,Office
NonResidential,Small- and Mid-Sized Office,central,1999,3,0,31357,55.0,68.40000153,0.72,Électricité,98122.0,33250,Office
NonResidential,Distribution Center,greater duwamish,1968,1,0,160000,94.0,7.199999809,0.05,Électricité,98134.0,35732,Distribution Center
NonResidential,Warehouse,greater duwamish,1960,1,0,53550,11.0,95.80000305,3.26,GazNaturel & Électricité,98134.0,35732,Non-Refrigerated Warehouse
NonResidential,Warehouse,greater duwamish,1924,1,0,38412,62.0,47.90000153,1.75,GazNaturel,98134.0,35732,Non-Refrigerated Warehouse
NonResidential,Self-Storage Facility,greater duwamish,1930,1,0,25881,,23.5,0.15,Électricité,98134.0,35732,Self-Storage Facility
NonResidential,Small- and Mid-Sized Office,greater duwamish,1953,1,0,24291,98.0,31.29999924,0.81,Électricité & GazNaturel,98108.0,50844,Office
NonResidential,Warehouse,greater duwamish,1966,1,0,36544,5.0,36.59999847,0.24,Électricité,98108.0,50844,Non-Refrigerated Warehouse
NonResidential,Warehouse,greater duwamish,1949,1,0,20796,,75.59999847,2.46,GazNaturel & Électricité,98134.0,76662,Non-Refrigerated Warehouse
NonResidential,Distribution Center,greater duwamish,1947,1,0,21349,70.0,33.40000153,0.8,Électricité & GazNaturel,98134.0,76662,Distribution Center
NonResidential,Warehouse,greater duwamish,1936,1,0,38630,33.0,10.80000019,0.08,Électricité,98134.0,76662,Non-Refrigerated Warehouse
NonResidential,Warehouse,greater duwamish,1950,1,0,20724,,100.5999985,4.02,GazNaturel,98134.0,76662,Non-Refrigerated Warehouse
NonResidential,Other,greater duwamish,1960,1,0,24109,,196.8999939,1.37,Électricité,98134.0,76662,Manufacturing/Industrial Plant
NonResidential,Refrigerated Warehouse,greater duwamish,1955,1,0,25375,,158.3999939,1.12,Électricité,98134.0,76662,Refrigerated Warehouse
Nonresidential COS,Warehouse,greater duwamish,1985,1,0,22803,78.0,37.70000076,0.94,Électricité & GazNaturel,98134.0,76662,Non-Refrigerated Warehouse
Nonresidential COS,Mixed Use Property,greater duwamish,1985,1,0,23100,,201.3000031,6.8,GazNaturel & Électricité,98134.0,76662,Office
NonResidential,Refrigerated Warehouse,greater duwamish,1951,1,0,41550,94.0,15.5,0.11,Électricité,98134.0,76662,Refrigerated Warehouse
NonResidential,Other,greater duwamish,1994,2,0,54170,,111.6999969,3.29,GazNaturel & Électricité,98108.0,78836,Other
NonResidential,K-12 School,southeast,1912,2,0,42252,49.0,61.90000153,2.42,GazNaturel,98118.0,33305,K-12 School
NonResidential,Self-Storage Facility,greater duwamish,1955,1,0,23100,,38.40000153,0.6,Électricité,98118.0,33330,Self-Storage Facility
NonResidential,Worship Facility,southeast,1981,3,0,22895,96.0,22.10000038,0.56,Électricité & GazNaturel,98118.0,33330,Worship Facility
NonResidential,Self-Storage Facility,northeast,2006,6,7132,41047,,17.39999962,0.25,Électricité,98115.0,51014,Self-Storage Facility
NonResidential,Warehouse,greater duwamish,1937,1,0,52325,67.0,17.60000038,0.34,Électricité & GazNaturel,98134.0,76662,Non-Refrigerated Warehouse
NonResidential,Other,greater duwamish,1920,4,0,20600,,15.5,0.47,GazNaturel & Électricité,98134.0,76662,"Repair Services (Vehicle, Shoe, Locksmith, etc)"
Campus,Other,greater duwamish,1991,0,0,230971,,96.19999695,1.75,Électricité,98134.0,76662,Other
NonResidential,Retail Store,greater duwamish,1944,1,0,25880,100.0,6.300000191,0.04,Électricité,98134.0,76662,Retail Store
NonResidential,Warehouse,greater duwamish,1960,1,0,45842,99.0,11.80000019,0.27,Électricité,98134.0,76662,Non-Refrigerated Warehouse
NonResidential,Other,greater duwamish,1972,1,0,31365,,21.60000038,0.16,Électricité,98134.0,76662,Other
NonResidential,Other,greater duwamish,1910,1,0,32100,,28.20000076,0.8,GazNaturel & Électricité,98134.0,76662,Other
NonResidential,Warehouse,greater duwamish,1966,1,0,20520,20.0,62.59999847,1.99,GazNaturel & Électricité,98134.0,76662,Non-Refrigerated Warehouse
NonResidential,Warehouse,greater duwamish,1945,1,0,22972,12.0,23.5,0.15,Électricité,98134.0,76662,Non-Refrigerated Warehouse
NonResidential,Warehouse,greater duwamish,1953,1,0,24990,80.0,17.0,0.35,Électricité,98134.0,76662,Non-Refrigerated Warehouse
NonResidential,Retail Store,greater duwamish,1951,2,0,24000,,54.29999924,1.71,GazNaturel & Électricité,98134.0,76662,Retail Store
NonResidential,Warehouse,greater duwamish,1963,1,0,100386,,40.5,0.96,Électricité & GazNaturel,98108.0,78861,Non-Refrigerated Warehouse
NonResidential,Distribution Center,greater duwamish,1966,1,0,24354,10.0,30.20000076,0.71,Électricité & GazNaturel,98108.0,78861,Distribution Center
NonResidential,Distribution Center,greater duwamish,1959,1,0,33600,58.0,27.29999924,0.46,Électricité,98108.0,78861,Distribution Center
NonResidential,Other,greater duwamish,1974,1,0,20819,,90.90000153,2.46,GazNaturel & Électricité,98108.0,78861,Manufacturing/Industrial Plant
NonResidential,Warehouse,greater duwamish,1967,1,0,23296,,70.40000153,1.72,Électricité & GazNaturel,98108.0,78861,Non-Refrigerated Warehouse
NonResidential,Mixed Use Property,greater duwamish,1954,1,0,35222,,53.79999924,1.15,Électricité & GazNaturel,98134.0,78861,Non-Refrigerated Warehouse
NonResidential,Refrigerated Warehouse,greater duwamish,1957,1,0,25520,100.0,70.5,2.31,GazNaturel & Électricité,98108.0,78861,Refrigerated Warehouse
NonResidential,Other,greater duwamish,1952,1,0,25460,,110.4000015,0.23,Électricité,98134.0,76662,Other
NonResidential,Small- and Mid-Sized Office,north,1974,2,0,24291,87.0,37.90000153,0.26,Électricité,98115.0,51014,Office
NonResidential,Retail Store,north,1958,2,0,20738,44.0,25.39999962,0.18,Électricité,98115.0,51014,Retail Store
NonResidential,Mixed Use Property,north,2000,4,0,30948,,41.59999847,0.21,Électricité,98125.0,51014,Office
NonResidential,Medical Office,north,1986,2,7056,21329,1.0,129.0,0.65,Électricité,98144.0,51014,Medical Office
NonResidential,Warehouse,greater duwamish,1978,1,0,21755,,47.70000076,0.8,Électricité,98134.0,76662,Non-Refrigerated Warehouse
NonResidential,Other,greater duwamish,1960,1,0,27933,,219.3999939,1.53,Électricité,98134.0,76662,Other
NonResidential,Small- and Mid-Sized Office,greater duwamish,1983,1,0,23143,75.0,57.40000153,1.68,GazNaturel & Électricité,98134.0,76662,Office
NonResidential,Small- and Mid-Sized Office,greater duwamish,1962,1,0,28800,73.0,67.5,2.09,GazNaturel & Électricité,98134.0,76662,Office
NonResidential,Warehouse,greater duwamish,1952,1,0,39600,85.0,10.19999981,0.07,Électricité,98134.0,76662,Non-Refrigerated Warehouse
NonResidential,Warehouse,greater duwamish,1952,1,0,39600,91.0,13.19999981,0.23,Électricité,98134.0,76662,Non-Refrigerated Warehouse
NonResidential,Distribution Center,greater duwamish,1937,1,0,41248,37.0,28.5,0.4,Électricité,98134.0,76662,Distribution Center
NonResidential,Other,greater duwamish,2009,1,0,36400,,45.0,1.27,Électricité & GazNaturel,98134.0,76662,Other
NonResidential,Other,southwest,1920,1,0,31332,,114.0,0.8,Électricité,98116.0,79047,Other
NonResidential,Worship Facility,southwest,1948,2,0,35864,75.0,39.20000076,1.22,GazNaturel & Électricité,98116.0,79052,Worship Facility
NonResidential,Worship Facility,greater duwamish,1954,1,0,20484,69.0,46.90000153,1.87,GazNaturel,98108.0,79251,Worship Facility
NonResidential,Medical Office,northeast,1984,4,17622,27642,4.0,85.09999847,0.28,Électricité,98105.0,79330,Medical Office
NonResidential,Medical Office,northeast,1987,4,14576,22356,,102.1999969,0.53,Électricité,98105.0,79330,Medical Office
NonResidential,Other,central,1973,4,0,45082,,98.19999695,2.07,Électricité & GazNaturel,98122.0,79426,Other/Specialty Hospital
NonResidential,Worship Facility,northwest,1951,2,0,41600,58.0,33.09999847,0.74,Électricité & GazNaturel,98103.0,33629,Worship Facility
NonResidential,Small- and Mid-Sized Office,lake union,1960,2,0,34110,31.0,76.0,0.52,Électricité,98102.0,33839,Office
NonResidential,Warehouse,greater duwamish,1970,1,0,23750,,25.0,0.15,Électricité,98116.0,76662,Non-Refrigerated Warehouse
NonResidential,Warehouse,greater duwamish,1970,1,0,43390,87.0,12.30000019,0.09,Électricité,98134.0,76662,Non-Refrigerated Warehouse
NonResidential,Warehouse,greater duwamish,1959,1,0,35400,84.0,11.89999962,0.26,Électricité & GazNaturel,98134.0,76662,Non-Refrigerated Warehouse
NonResidential,Distribution Center,greater duwamish,1966,1,0,28144,19.0,30.79999924,0.29,Électricité,98104.0,76662,Distribution Center
NonResidential,Warehouse,greater duwamish,1916,3,0,71283,41.0,37.20000076,0.61,Électricité,98199.0,76662,Non-Refrigerated Warehouse
NonResidential,Warehouse,greater duwamish,1989,1,0,23792,,118.0999985,0.84,Électricité,98134.0,76662,Non-Refrigerated Warehouse
NonResidential,Small- and Mid-Sized Office,greater duwamish,1979,2,0,47368,99.0,21.79999924,0.15,Électricité,98134.0,76662,Office
NonResidential,Mixed Use Property,greater duwamish,1931,1,0,46183,,41.09999847,0.6,Électricité,98134.0,76662,Non-Refrigerated Warehouse
NonResidential,Small- and Mid-Sized Office,central,1984,5,22788,49825,84.0,55.29999924,0.58,Électricité,98122.0,79426,Office
